GoodCount,PoorCount,price,type,keyword,CommentCount,GoodRateShow,p_Name,shop_name,PreferentialPrice,GeneralCount,FBnumber,ProductID
5200,80,269.00,壁扇,风扇不错 风力很大 安装方便 质量不错 使用方便 噪音很小 风很柔和 底座很稳 电机好 声音小 风力很大 风扇不错 造型美观 电机好,5400,95,澳柯玛（AUCMA）FB-40ND04 五叶壁扇/电风扇,澳柯玛两季品旗舰店,99.00,100,5片,1370348
900,30,279.00,塔扇,风扇不错 噪音很小 造型美观 使用方便 安装方便 风很柔和 风力很大 质量不错 广角送风 颜色漂亮 安装方便 风很柔和,1000,94,美的（Midea）塔扇 无叶风扇 静音柔风电风扇 落地扇 ,美的小家电官方旗舰店,239.00,30,无叶,10338373852
500,10,149.00,台扇,使用方便 风扇不错 噪音很小 质量不错 风力很大 造型美观 风很柔和 颜色漂亮 安全节能 底座很稳 造型美观 颜色漂亮 噪音很小,500,95,美的（Midea）KYT25-15AW 台式转页扇/电风扇/鸿运扇/台式学生宿舍家用,美的绿灯侠专卖店,139.00,10,5片,10949052636
600,6,398.00,落地扇，台扇，空气循环扇,质量不错 风扇不错 使用方便 风力很大 噪音很小 底座很稳 遥控方便 安装方便 风很柔和 造型美观 遥控方便 风力很大 广角送风 遥控方便 扇网坚固 风力很大 造型美观,600,95,水田MF09G空气循环对流扇 电风扇 台式 静音 遥控 台扇 家用 定时 9寸 日本涡轮 FSQ-MF09G-白色,水田旗舰店,298.00,20,3片,1588385579
90,1,799.00,塔扇,遥控方便 风力很大 噪音很小 安全节能 使用方便 造型美观 睡眠风不错 扇网坚固 风扇不错 安装方便,90,94,澳柯玛（AUCMA）FS-10M118（Y）远距离遥控塔扇/落地扇/电风扇/炫彩蓝牙音响/音乐扇,澳柯玛两季品旗舰店,399.00,5,无叶,4082019
1100,10,320.00,台扇,噪音很小 质量不错 使用方便 风很柔和 风扇不错 风力很大 声音小 底座很稳 睡眠风不错 电机好 造型美观 睡眠风不错 安全节能 质量不错 风力很大 使用方便 适合宝宝 质量不错 噪音很小 使用方便 造型美观 扇网坚固 颜色漂亮 风很柔和,1100,97,格力（GREE)小电风扇12寸台扇转叶扇学生宿舍静音鸿运扇KYT-3001A,格力TOSOT旗舰店,149.00,20,5片,1589259760
300,9,299.00,落地扇,风扇不错 风力很大 噪音很小 使用方便 安装方便 质量不错 安全节能 底座很稳 造型美观 风很柔和,300,96,【京仓直送】格力（GREE）立式电风扇机械落地扇立式家用落地扇静音摇头电扇五叶扇可定时 FD-4027h5-WG,格力欧楠专卖店,169.00,9,5片,11432400813
400,7,199.00,落地扇，塔扇，台扇，工业扇，空气循环扇,噪音很小 风力很大 安全节能 使用方便 扇网坚固 风扇不错 风很柔和 质量不错 造型美观 电机好,400,97, 格力（GREE）FD-4012-WG 机械式落地扇/电风扇 家用办公室静音电扇 台式,格力伟宏专卖店,149.00,3,3片,12282315855
70,0,7999.00,落地扇,质量不错,70,99,欧洲直邮 戴森Dyson无叶风扇冷暖型AM05/AM09  加湿净化AM10 可遥控 AM09-白色 冷暖两用,EUROHEALTH海外专营店,2968.00,1,无叶,1956793343
900,30,500.00,吊扇,风扇不错 风力很大 质量不错 造型美观 噪音很小 电机好 安全节能 风很柔和 使用方便 底座很稳 风力很大 噪音很小,1000,94,艾美特(Airmate)电风扇金属叶五片静音吸顶扇1.4米吊扇 FZ5609楼顶扇,艾美特子云专卖店,289.00,30,5片,10073933741
80,1,498.00,落地扇,造型美观 遥控方便 底座很稳 风扇不错 质量不错 风很柔和 噪音很小 适合宝宝 安装方便 安全节能 安装方便 安全节能 遥控方便 造型美观 电机好,90,97,格力（GREE）FS-3005Bg7-WG 平背台地扇/电风扇,格力生活电器旗舰店,398.00,2,7片及以上,4979782
60,6,1399.00,落地扇,风很柔和 使用方便 风扇不错 质量不错 造型美观 安装方便 噪音很小 风力很大 远程遥控 扇网坚固 安装方便 风力很大 风很柔和 睡眠风不错 安装方便 风很柔和 扇网坚固 风扇不错,70,85,TER T-DFS18无叶风扇/电风扇/落地扇 家用落地无叶冷风扇,TER旗舰店,699.00,5,无叶,11836755832
100,2,999.00,塔扇,安装方便 造型美观 风扇不错 广角送风 风很柔和 遥控方便 安全节能 风力很大 安装方便 广角送风,100,96,艾美特(Airmate) FT70R 静音塔扇/电风扇/遥控睡眠风扇 白色,艾美特专卖店,449.00,2,无叶,12415767096
3800,70,139.00,台扇，壁扇，空气循环扇，风扇伴侣,风扇不错 使用方便 质量不错 安装方便 风力很大 噪音很小 底座很稳 风很柔和 安全节能 造型美观 风力很大 底座很稳 电机好,4000,95,赛亿(Shinee)电风扇/台夹扇/台扇/壁扇/多功能学生宿舍床头迷你小风扇FJ7-01,赛亿两季品旗舰店,49.00,100,3片,2392546
900,30,189.00,台扇,风扇不错 安装方便 噪音很小 使用方便 安全节能 颜色漂亮 电机好 质量不错 风很柔和 风力很大 安全节能 电机好 风很柔和 使用方便,1000,94,长虹（CHANGHONG）CFS-TD2501 台扇/电风扇/风扇,长虹两季品旗舰店,89.00,30,4片,4579914
600,20,899.00,塔扇,安装方便 造型美观 风扇不错 使用方便 风很柔和 遥控方便 远程遥控 质量不错 安全节能 颜色漂亮,700,89,艾美特(Airmate) FTA47R-WJ 智能塔扇/电风扇 京东微联APP控制,艾美特生活电器旗舰店,329.00,50,无叶,2418840
3100,100,50.00,台扇，壁扇，吊扇,安装方便 风扇不错 风很柔和 使用方便 颜色漂亮 质量不错 风力很大 广角送风 底座很稳 安全节能,3300,93,海纳斯（HANASS）迷你小风扇 静音办公宿舍夹扇学生床头吊扇 四叶家用小型台式电风扇 MSE 590J,海纳斯两季品旗舰店,29.90,100,4片,4594000
1000,10,999.00,落地扇,风扇不错 声音小 质量不错 安装方便 噪音很小 遥控方便 风力很大 风很柔和 远程遥控 底座很稳 远程遥控 风扇不错 风力很大 造型美观 电机好 质量不错 颜色漂亮 底座很稳 电机好 噪音很小 风力很大 风扇不错 噪音很小 风力很大 风很柔和 遥控方便 风扇不错,1100,96,艾美特(Airmate) FSA4087RI-WJ 七叶智能落地扇/电风扇 京东微联APP控制,艾美特生活电器旗舰店,399.00,20,7片及以上,1454917
90,1,6899.00,落地扇,风扇不错 使用方便 质量不错 风很柔和 造型美观 噪音很小 风力很大 安全节能 安装方便 底座很稳 风力很大 安装方便 风力很大 安全节能 风很柔和 风扇不错 风很柔和 噪音很小 风扇不错 风扇不错 安装方便,100,99,欧洲进口戴森Dyson无叶风扇AM09冷暖器AM05升级版冷暖型 电风扇可遥控家用 白色,威讯国际海外专营店,2999.00,0,无叶,1954856386
3000,40,298.00,转页扇,质量不错 噪音很小 风扇不错 使用方便 造型美观 风很柔和 风力很大 底座很稳 安全节能 颜色漂亮 质量不错 风扇不错 噪音很小 风很柔和,3100,97,格力(GREE)KYT-2501A 家用床头静音台式转页扇 办公学生室宿舍电风扇鸿运扇,格力明达丰专卖店,89.00,70,5片,10162152537
40,2,599.00,台扇，空气循环扇,远程遥控 造型美观 遥控方便 风扇不错 风很柔和 风力很大 噪音很小 广角送风 底座很稳 睡眠风不错,50,94,IRIS/爱丽思空气循环扇电风扇家用台式扇遥控定时上下摇头扇PCF-C18TC 白色,爱丽思幸辉国际专卖店,395.00,1,3片,12880834230
1000,3,999.00,落地扇,质量不错 造型美观 噪音很小 使用方便 风扇不错 安全节能 风很柔和 遥控方便 安装方便 颜色漂亮 风很柔和 适合宝宝 适合宝宝 风很柔和 底座很稳 遥控方便 远程遥控 质量不错 颜色漂亮 扇网坚固 噪音很小 遥控方便 安全节能 使用方便 扇网坚固 使用方便 噪音很小 质量不错 颜色漂亮 底座很稳 造型美观 风很柔和,1000,99,爱家乐电风扇AX102 COO 无叶风扇壁挂台式静音家用单冷落地扇空气循环扇,爱家乐旗舰店,499.00,10,无叶,10238255560
600,20,1209.00,塔扇,造型美观 使用方便 遥控方便 质量不错 颜色漂亮 风力很大 风扇不错 风很柔和 底座很稳 安装方便 风很柔和 底座很稳 适合宝宝 质量不错 造型美观 造型美观 风很柔和 风扇不错 噪音很小 颜色漂亮,600,93,艾美特(Airmate) 塔扇FTW57R无叶电风扇 节能省电 遥控,艾美特子云专卖店,399.00,10,无叶,1536413477
300,7,399.00,落地扇,风很柔和 质量不错 安全节能 使用方便 风扇不错 造型美观 安装方便 遥控方便 电机好 风力很大 底座很稳 安全节能 噪音很小 使用方便 远程遥控 质量不错 扇网坚固 造型美观 广角送风 风扇不错 睡眠风不错 风很柔和 远程遥控 遥控方便 造型美观,400,96,海尔（Haier）FSY4071B 五叶遥控可定时方管电风扇/落地扇,海尔两季品旗舰店,199.00,8,5片,4077201
100,1,1199.00,落地扇,风很柔和 颜色漂亮 质量不错 噪音很小 安装方便 造型美观 安全节能 远程遥控 睡眠风不错 风扇不错 质量不错 扇网坚固 使用方便 安全节能 噪音很小 安全节能 睡眠风不错 风力很大 风很柔和 噪音很小 睡眠风不错 适合宝宝 噪音很小 远程遥控 远程遥控 安装方便 造型美观 电机好 噪音很小,100,95,美的（Midea）FS40-17AR 高端九叶变频遥控落地扇/电风扇,美的两季品旗舰店,999.00,4,7片及以上,4424980
700,10,70.00,转页扇，台扇,风扇不错 安装方便 使用方便 风力很大 造型美观 噪音很小 底座很稳 风很柔和 颜色漂亮 质量不错 噪音很小 造型美观,800,95,海纳斯（HANASS）M2-388 电风扇 家用转页扇迷你小风扇台式办公室鸿运扇/台扇,海纳斯两季品旗舰店,59.00,20,3片,4593988
22000,500,199.00,落地扇,安装方便 风力很大 风扇不错 质量不错 使用方便 颜色漂亮 底座很稳 造型美观 噪音很小 风很柔和 睡眠风不错 质量不错 安装方便 质量不错 风扇不错 风力很大 安装方便 质量不错 风力很大 安装方便 广角送风 质量不错 安全节能 快递不行 安装方便 使用方便,24000,94,长城（ CHANGCHENG）FS-40(601)电风扇/落地扇/炫酷五叶风扇,长城官方旗舰店,109.00,900,5片,2525453
5400,100,179.00,台扇,使用方便 质量不错 风扇不错 风力很大 底座很稳 安装方便 风很柔和 噪音很小 还可以吧 声音小 使用方便 电机好 造型美观 安全节能 颜色漂亮 扇网坚固 造型美观 颜色漂亮 风力很大 风扇不错 使用方便,5800,94,美的（Midea）FTW18-12L 台夹两用扇/电风扇,美的两季品旗舰店,128.00,200,3片,857977
6600,200,188.00,落地扇，转页扇,还可以吧 安装方便 使用方便 质量不错 风扇不错 风力很大 风很柔和 噪音很小 底座很稳 安全节能 电机好 造型美观 底座很稳 颜色漂亮 扇网坚固,7600,88,华生（Wahson）KYT30-1101S 电风扇/升降式转页扇/风扇,华生旗舰店,99.00,600,5片,608059
43000,500,239.00,落地扇，空气循环扇,还可以吧 风扇不错 安装方便 风力很大 质量不错 使用方便 噪音很小 底座很稳 造型美观 颜色漂亮,46000,96,志高（CHIGO）FS-40-16A27 电风扇/炫彩五扇叶落地扇,志高电风扇旗舰店,119.00,1500,5片,1058017
9900,100,199.00,转页扇,风扇不错 使用方便 质量不错 风力很大 风很柔和 颜色漂亮 噪音很小 造型美观 底座很稳 安全节能 底座很稳 质量不错 风很柔和 颜色漂亮 风力很大 底座很稳 风很柔和 使用方便 风力很大 风扇不错 质量不错,10000,96,先锋（Singfun）台式转页扇/电风扇DK3302,先锋两季品旗舰店,69.00,200,5片,2593396
1100,20,799.00,壁扇,风扇不错 安装方便 质量不错 噪音很小 风力很大 使用方便 风很柔和 遥控方便 造型美观 远程遥控 质量不错 广角送风 扇网坚固 睡眠风不错 使用方便,1100,96,艾美特(Airmate)遥控壁扇 FW3521R电风扇家用节能14吋摇头壁挂5片叶,艾美特子云专卖店,239.00,20,5片,1540230565
50,0,1699.00,落地扇，转页扇，台扇,质量不错 造型美观 安装方便 使用方便 噪音很小 颜色漂亮 风扇不错 远程遥控 适合宝宝 安全节能 质量不错 噪音很小 使用方便,50,100,小米（MI）电风扇 智米家用智能落地扇 直流变频落地扇 远程遥控 模拟自然风静音电风扇 智米电风扇,瑞华精英电器专营店,799.00,0,7片及以上,12065927313
70,3,2699.00,落地扇，塔扇，空气循环扇,风很柔和 安全节能 使用方便 造型美观 质量不错 颜色漂亮 风力很大 安装方便 远程遥控 噪音很小 安全节能 噪音很小 使用方便 噪音很小 安全节能 风扇不错 造型美观 广角送风 风很柔和 适合宝宝 安全节能 安全节能 扇网坚固 质量不错 风力很大,80,90, 爱家乐（AKIRA）AZ18塔扇无叶风扇落地扇静音空气循环扇,爱家乐生活电器专卖店,999.00,5,无叶,10567998731
300,8,469.00,吊扇,风扇不错 质量不错 噪音很小 安装方便 风力很大 使用方便 电机好 造型美观 风很柔和 颜色漂亮,300,96,TCL FC-30T 电风扇/1400mm吊扇,TCL电风扇旗舰店,159.00,6,3片,1415060
600,10,399.00,塔扇,造型美观 风扇不错 广角送风 质量不错 使用方便 远程遥控 风很柔和 安装方便 电机好 噪音很小 使用方便 颜色漂亮 造型美观 广角送风 远程遥控 使用方便 底座很稳 风很柔和,700,94,长虹（CHANGHONG）电风扇塔扇/无叶风扇 大厦风扇/静音遥控家用风扇 CFS-TD2012R,长虹两季品旗舰店,239.00,30,无叶,3941989
200,0,499.00,落地扇，塔扇，转页扇，台扇，空气循环扇，风扇伴侣,造型美观 使用方便 颜色漂亮 底座很稳 安装方便 噪音很小 适合宝宝 安全节能 远程遥控 电机好 风很柔和 睡眠风不错 适合宝宝 扇网坚固 广角送风 颜色漂亮 扇网坚固 遥控方便 造型美观,200,100,美的（Midea）电风扇落地塔扇家用静音遥控定时扇摇头宿舍学生办公室大厦扇台式扇无叶风扇 遥控版,跨境数码全球购旗舰店,329.00,1,无叶,1988725641
